日期,美元,欧元,日元,港元,英镑,澳元,新西兰元,新加坡元,瑞士法郎,加元,澳门元,林吉特,卢布,兰特,韩元,迪拉姆,里亚尔,福林,兹罗提,丹麦克朗,瑞典克朗,挪威克朗,里拉,比索,泰铢
2017-06-28,680.53,771.81,6.0692,87.244,871.85,516.56,494.96,490.86,708.6,516.54,,62.978,872.01,191.26,16727.0,53.971,55.123,4017.57,54.926,96.34,126.5,123.69,51.782,264.07,
2017-06-29,679.4,773.35,6.0476,87.065,879.41,519.12,496.44,491.69,708.13,521.14,,63.237,870.99,190.48,16777.0,54.059,55.199,4002.53,54.756,96.18,125.71,124.12,51.701,262.61,
2017-06-30,677.44,774.96,6.0485,86.792,881.44,520.99,495.69,491.35,708.88,521.44,,63.376,875.65,192.0,16875.0,54.215,55.356,3997.31,54.733,95.96,124.85,123.68,52.037,266.26,
2017-07-03,677.72,773.97,6.0352,86.813,882.11,521.18,497.22,492.42,706.75,522.39,,63.316,868.49,192.74,16872.0,54.195,55.337,3987.83,54.648,96.07,124.31,123.09,51.934,266.93,
2017-07-04,678.89,772.24,5.992,86.894,879.17,520.43,494.67,491.43,705.08,522.55,,63.281,871.62,194.5,16901.0,54.09,55.226,3999.82,55.009,96.28,124.93,122.95,52.354,267.82,
2017-07-05,679.22,771.58,6.0104,86.994,878.71,517.13,495.18,491.66,704.48,525.34,,63.241,874.13,194.21,16916.0,54.056,55.19,3992.9,54.902,96.38,125.31,122.84,52.368,267.96,
2017-07-06,679.53,771.1,6.0062,87.044,879.07,516.37,494.45,492.3,704.84,524.49,,63.209,881.49,196.93,16936.0,54.04,55.171,4004.84,54.846,96.42,124.94,123.5,53.058,269.43,
2017-07-07,679.14,775.71,6.0015,86.949,880.85,514.74,494.58,491.27,707.09,523.27,,63.274,885.21,197.65,17016.0,54.081,55.215,3973.14,54.646,95.87,124.29,123.02,53.327,268.83,
2017-07-10,679.64,774.99,5.963,87.007,876.24,516.66,494.21,491.9,705.19,527.75,,63.213,886.78,196.92,16942.0,54.035,55.166,3973.23,54.69,95.96,123.95,122.93,53.266,266.07,
2017-07-11,679.83,774.79,5.9585,87.014,875.57,517.09,493.18,490.94,703.77,527.27,,63.188,886.54,197.91,16903.0,54.029,55.161,3975.97,54.686,95.97,123.96,122.59,53.07,263.92,
2017-07-12,678.68,778.66,5.9666,86.874,872.6,518.56,490.13,491.46,704.42,525.7,,63.282,894.33,199.66,16911.0,54.118,55.255,3950.94,54.432,95.5,123.75,121.92,53.271,263.93,
2017-07-13,678.02,774.59,5.9821,86.82,874.28,520.82,492.11,492.16,702.74,531.5,,63.257,883.91,195.54,16807.0,54.171,55.311,3963.55,54.626,96.04,124.01,122.08,52.661,262.24,
2017-07-14,677.74,772.76,5.977,86.787,877.36,524.42,496.4,493.18,700.79,532.34,,63.303,882.02,195.02,16767.0,54.196,55.336,3967.87,54.68,96.26,123.3,121.82,52.631,261.22,
2017-07-17,675.62,775.14,6.0071,86.557,885.57,528.55,496.8,493.07,701.29,534.39,,63.461,873.43,192.93,16709.0,54.366,55.508,3948.7,54.269,95.98,123.01,121.13,52.315,260.25,
2017-07-18,676.11,775.98,6.0052,86.643,882.76,526.9,491.9,493.49,702.27,532.79,,63.428,876.02,191.61,16688.0,54.332,55.472,3952.42,54.153,95.83,122.68,120.7,52.206,260.05,
2017-07-19,674.51,779.06,6.0225,86.424,879.19,534.32,495.73,493.67,706.28,533.94,,63.525,877.76,191.41,16646.0,54.452,55.598,3926.94,53.904,95.48,123.12,119.9,52.265,259.32,
2017-07-20,674.64,777.7,6.033,86.406,878.96,537.0,496.73,493.05,706.57,535.44,,63.534,873.34,191.65,16634.0,54.444,55.588,3935.74,54.104,95.62,123.09,119.32,52.186,260.48,
2017-07-21,674.15,783.99,6.0252,86.317,873.86,535.7,498.81,493.4,708.51,535.2,,63.574,873.13,193.36,16644.0,54.489,55.631,3893.25,53.766,94.87,121.97,119.35,52.327,259.38,
2017-07-24,674.1,787.06,6.0743,86.326,876.76,533.82,502.06,495.1,713.16,537.64,,63.528,878.8,191.66,16575.0,54.488,55.631,3880.88,54.214,94.48,122.16,119.17,52.402,261.52,
2017-07-25,674.85,785.23,6.065,86.442,878.86,534.47,501.77,495.36,712.16,539.38,,63.392,889.05,192.13,16528.0,54.424,55.569,3885.67,54.292,94.7,121.79,118.81,52.705,262.98,
2017-07-26,675.29,786.13,6.0306,86.479,879.63,535.69,501.3,495.41,708.72,539.79,,63.391,886.92,193.7,16559.0,54.391,55.535,3883.63,54.246,94.59,121.58,118.09,52.9,263.13,
2017-07-27,673.07,789.94,6.059,86.189,882.68,538.52,506.3,496.31,707.49,540.53,,63.574,881.11,191.74,16551.0,54.572,55.717,3860.81,53.798,94.17,121.42,117.25,52.516,261.37,
2017-07-28,673.73,787.34,6.0625,86.279,880.66,537.08,505.4,496.01,698.65,536.96,,63.461,882.38,193.07,16560.0,54.521,55.664,3878.79,53.963,94.45,121.9,117.97,52.52,263.15,
2017-07-31,672.83,790.59,6.0879,86.158,884.29,536.72,505.76,495.91,694.65,540.23,,63.611,885.57,193.26,16697.0,54.595,55.742,3852.8,53.822,94.06,120.48,117.66,52.513,263.86,
2017-08-01,671.48,794.06,6.0849,85.974,886.03,537.45,504.16,495.29,694.23,536.96,,63.715,889.29,196.2,16660.0,54.695,55.844,3828.27,53.554,93.66,120.3,117.3,52.397,265.26,
2017-08-02,672.05,793.52,6.0869,86.01,887.78,534.81,499.23,494.58,695.82,535.72,,63.752,897.3,197.26,16683.0,54.655,55.798,3824.29,53.627,93.71,120.7,117.89,52.516,266.24,
2017-08-03,672.11,796.21,6.0682,85.985,888.82,534.29,497.8,493.97,692.37,534.53,,63.745,901.08,196.65,16729.0,54.648,55.795,3807.81,53.472,93.41,120.6,117.55,52.648,265.31,
2017-08-04,671.32,797.73,6.1081,85.869,882.27,534.23,499.88,494.5,693.77,534.01,,63.709,898.82,199.35,16795.0,54.713,55.861,3807.42,53.172,93.25,120.56,117.63,52.73,266.04,
2017-08-07,672.28,792.3,6.0679,85.982,877.17,533.54,498.2,494.09,691.2,531.99,,63.628,890.44,199.52,16763.0,54.638,55.788,3845.53,53.545,93.9,121.13,118.16,52.514,265.67,
2017-08-08,671.84,792.79,6.066,85.9,875.78,531.59,494.3,493.07,690.19,529.92,,63.743,893.34,196.86,16767.0,54.677,55.823,3836.68,53.643,93.84,121.27,117.91,52.528,267.04,
2017-08-09,670.75,788.6,6.0938,85.72,870.97,529.46,491.33,491.9,689.5,529.4,,63.889,892.83,199.26,16852.0,54.763,55.912,3859.14,54.102,94.39,121.87,118.59,52.651,266.32,
2017-08-10,667.7,785.19,6.0705,85.44,868.44,527.02,490.81,489.63,692.64,525.95,,64.174,899.01,201.28,17036.0,55.001,56.153,3891.72,54.387,94.77,122.48,119.09,52.98,268.95,
2017-08-11,666.42,783.32,6.1015,85.236,863.41,523.56,483.84,487.93,691.54,522.34,,64.462,903.73,202.19,17197.0,55.195,56.351,3900.8,54.682,94.99,122.28,119.53,53.224,270.12,
2017-08-14,666.01,786.8,6.0952,85.181,865.42,526.03,487.03,489.38,691.3,524.91,,64.51,898.3,201.9,17122.0,55.199,56.356,3870.18,54.546,94.52,122.07,119.15,53.111,267.74,
2017-08-15,666.89,785.46,6.0714,85.267,864.15,523.92,486.47,489.13,685.78,523.94,,64.367,898.13,199.75,17080.0,55.087,56.242,3872.21,54.568,94.69,121.7,119.25,52.875,266.58,
2017-08-16,667.79,783.94,6.0358,85.358,859.14,522.58,483.02,488.6,686.62,523.55,,64.326,893.78,199.5,17003.0,55.014,56.171,3880.7,54.723,94.86,120.91,119.1,52.962,266.71,
2017-08-17,667.09,785.31,6.0634,85.292,859.98,528.79,487.53,489.6,690.95,528.3,,64.384,889.02,197.6,17041.0,55.06,56.219,3876.89,54.346,94.72,121.06,118.78,52.719,264.79,
2017-08-18,667.44,782.39,6.0975,85.315,858.94,526.39,486.43,488.5,693.34,526.37,,64.351,887.45,198.65,17103.0,55.035,56.189,3883.31,54.628,95.05,121.96,119.47,52.861,268.0,
2017-08-21,667.09,784.12,6.1014,85.275,858.63,528.64,487.57,489.17,691.02,529.73,,64.291,885.68,197.38,17083.0,55.059,56.215,3870.77,54.552,94.85,121.63,118.67,52.734,265.61,
2017-08-22,665.97,786.87,6.1087,85.117,858.94,528.81,487.99,489.39,691.98,530.21,,64.34,887.66,197.62,17089.0,55.149,56.308,3853.48,54.374,94.54,121.27,118.64,52.503,265.14,
2017-08-23,666.33,783.56,6.0755,85.139,854.17,526.47,483.75,488.98,687.87,530.05,,64.237,886.81,198.39,16991.0,55.121,56.28,3866.16,54.544,94.93,121.55,118.72,52.458,265.09,
2017-08-24,665.25,786.02,6.1072,85.014,851.67,526.27,481.1,489.2,689.29,530.37,,64.301,887.48,197.75,16959.0,55.216,56.377,3850.57,54.498,94.63,121.09,118.19,52.306,265.83,
2017-08-25,665.79,785.39,6.0774,85.092,852.07,525.76,479.53,488.93,689.66,532.17,,64.241,888.01,198.34,16945.0,55.166,56.328,3870.92,54.253,94.7,121.2,117.81,52.363,266.05,
2017-08-28,663.53,793.02,6.0725,84.823,856.13,526.95,480.83,489.47,694.52,531.97,,64.349,882.38,196.14,16918.0,55.356,56.52,3840.4,53.657,93.88,119.86,116.6,51.887,265.66,
2017-08-29,662.93,793.33,6.0961,84.735,857.06,525.48,480.29,489.09,695.63,529.7,,64.365,884.19,197.42,16959.0,55.403,56.567,3835.76,53.627,93.77,120.32,117.37,52.137,270.56,
2017-08-30,661.02,791.43,6.0248,84.474,854.16,525.78,479.85,487.57,691.64,528.25,,64.536,890.64,196.55,17025.0,55.555,56.724,3864.37,53.758,94.04,120.14,117.31,52.149,270.22,
2017-08-31,660.1,785.25,5.978,84.358,852.77,522.07,475.62,486.15,685.13,522.97,,64.666,886.68,197.14,17032.0,55.632,56.8,3893.59,54.187,94.75,120.8,118.17,52.345,268.74,
2017-09-01,659.09,784.77,5.9845,84.226,852.28,523.27,472.98,485.94,686.64,528.22,,64.81,880.9,197.36,17059.0,55.752,56.927,3897.08,54.127,94.77,120.5,117.71,52.394,271.52,
2017-09-04,656.68,780.24,5.9767,83.92,850.96,523.22,470.82,483.66,683.01,530.31,,65.04,878.32,197.23,17144.0,55.947,57.121,3914.64,54.565,95.35,121.53,118.66,52.241,271.35,
2017-09-05,653.7,776.1,5.9442,83.54,843.06,518.38,467.27,480.82,680.55,525.55,,65.438,885.57,198.59,17330.0,56.297,57.478,3943.06,54.656,95.83,122.03,119.74,52.596,274.08,
2017-09-06,653.11,778.57,6.0119,83.461,851.41,522.67,473.37,482.81,684.56,528.12,,65.161,881.48,197.73,17325.0,56.243,57.424,3933.21,54.381,95.55,121.92,118.98,52.655,273.94,
2017-09-07,652.69,778.41,5.9762,83.413,851.54,522.65,470.14,483.52,682.77,533.37,,64.841,878.93,196.12,17348.0,56.274,57.457,3936.25,54.58,95.6,122.09,119.45,52.52,272.38,
2017-09-08,650.32,780.13,5.984,83.337,849.3,522.27,469.99,484.13,682.62,535.5,,64.851,878.16,197.45,17390.0,56.648,57.841,3921.55,54.496,95.42,122.13,119.23,52.51,272.36,
2017-09-11,649.97,777.8,5.9733,83.182,853.58,521.01,468.68,482.09,682.97,532.74,,64.875,885.7,199.56,17419.0,56.759,57.954,3941.48,54.569,95.69,122.74,119.76,52.718,273.94,
2017-09-12,652.77,779.92,5.9661,83.545,859.45,523.42,473.3,484.66,682.2,538.9,,64.386,877.05,198.72,17313.0,56.299,57.487,3928.96,54.426,95.34,122.71,120.13,52.27,270.83,
2017-09-13,653.82,782.19,5.9316,83.687,868.48,524.04,475.36,485.23,680.65,536.8,,64.356,882.34,198.83,17267.0,56.197,57.378,3926.27,54.426,95.09,121.92,119.89,52.552,271.23,
2017-09-14,654.65,778.13,5.9238,83.791,864.71,522.49,474.39,484.72,679.08,537.94,,64.017,885.14,200.8,17285.0,56.109,57.287,3954.24,55.025,95.6,122.66,120.32,52.821,271.27,
2017-09-15,654.23,779.73,5.9474,83.741,876.46,523.24,472.78,485.91,680.06,537.69,,64.184,878.68,200.73,17317.0,56.144,57.327,3956.31,54.885,95.42,122.17,120.37,52.497,270.15,
2017-09-18,654.19,781.37,5.8896,83.68,888.4,523.58,477.21,486.24,681.42,536.7,,64.023,880.21,201.17,17288.0,56.147,57.329,3958.11,54.74,95.23,121.78,120.03,52.6,269.57,
2017-09-19,655.3,784.03,5.8822,83.838,886.4,522.67,476.44,486.78,682.01,533.91,,63.884,884.85,202.82,17192.0,56.035,57.212,3944.85,54.758,94.88,121.38,119.35,53.192,270.8,
2017-09-20,656.7,787.49,5.8923,84.144,888.19,525.98,480.89,488.0,682.88,534.42,,63.814,883.81,202.92,17201.0,55.937,57.115,3910.82,54.352,94.47,121.09,118.81,53.124,271.35,
2017-09-21,658.67,781.93,5.8538,84.429,888.58,528.15,483.34,487.71,678.14,533.68,,63.596,883.59,202.4,17181.0,55.769,56.942,3947.91,54.691,95.15,121.85,119.53,53.223,270.15,
2017-09-22,658.61,786.52,5.8569,84.371,894.19,521.96,480.41,487.88,678.67,534.34,,63.727,879.01,201.76,17198.0,55.769,56.939,3940.83,54.382,94.59,121.01,118.43,53.231,271.51,
2017-09-25,659.45,786.14,5.8665,84.449,890.81,525.1,480.59,489.4,679.18,534.02,,63.604,873.66,200.81,17187.0,55.699,56.869,3938.08,54.31,94.63,121.21,118.58,53.133,269.32,
2017-09-26,660.76,783.55,5.9184,84.563,891.34,524.58,479.68,489.51,684.42,534.5,,63.538,869.96,201.71,17148.0,55.548,56.716,3960.26,54.53,94.94,121.58,118.22,53.639,271.0,
2017-09-27,661.92,781.24,5.9008,84.727,891.65,522.34,477.48,489.19,684.05,536.35,,63.43,871.81,201.66,17153.0,55.395,56.562,3982.7,54.85,95.22,122.56,119.1,53.44,270.77,
2017-09-28,662.85,779.36,5.8813,84.89,889.07,520.93,478.72,488.14,682.67,531.6,,63.585,876.2,204.65,17219.0,55.353,56.517,3993.44,55.458,95.47,122.77,119.81,53.94,274.7,
2017-09-29,663.69,782.33,5.9089,84.966,892.5,521.14,479.7,489.2,684.6,534.19,,63.634,871.31,203.45,17245.0,55.293,56.456,3973.56,55.153,95.11,122.19,119.57,53.572,273.4,
2017-10-09,664.93,780.92,5.9145,85.184,870.73,517.81,470.59,487.51,680.73,530.91,,63.545,873.23,206.59,17197.0,55.167,56.329,3991.39,55.167,95.25,121.88,120.04,55.921,278.92,
2017-10-10,662.73,778.54,5.8809,84.911,871.02,514.61,468.22,486.45,676.51,528.1,,63.791,879.18,208.22,17234.0,55.419,56.583,4004.89,55.258,95.63,122.57,120.41,55.925,281.69,
2017-10-11,658.41,778.02,5.8596,84.374,869.53,512.75,466.02,485.71,675.58,526.17,,64.077,881.82,208.04,17223.0,55.799,56.971,3994.88,55.211,95.67,122.53,120.67,56.311,285.79,
2017-10-12,658.08,780.61,5.8527,84.31,870.73,513.23,466.83,486.13,676.17,528.58,,64.03,878.44,205.55,17207.0,55.816,56.991,3958.65,54.69,95.36,122.25,120.29,55.4,284.24,
2017-10-13,658.66,779.49,5.8695,84.365,873.99,515.49,469.68,486.82,675.59,528.12,,64.055,875.42,204.64,17196.0,55.763,56.937,3959.04,54.765,95.49,123.29,119.97,55.552,286.89,
2017-10-16,658.39,777.65,5.8817,84.343,874.53,518.86,472.47,487.59,675.23,527.42,,64.049,869.16,201.67,17134.0,55.79,56.966,3961.93,54.658,95.74,123.36,119.87,55.213,287.58,
2017-10-17,658.83,777.14,5.8739,84.375,873.18,517.02,473.63,487.18,675.69,526.45,,63.968,868.72,202.08,17127.0,55.716,56.891,3958.6,54.463,95.77,122.96,119.86,55.308,289.01,
2017-10-18,659.91,777.34,5.888,84.52,871.38,518.21,473.54,487.59,675.48,528.44,,63.898,866.26,202.76,17111.0,55.605,56.777,3961.25,54.482,95.75,123.41,120.16,55.494,284.51,
2017-10-19,660.93,780.02,5.8519,84.64,873.45,519.02,473.38,487.34,674.16,530.47,,63.856,867.43,205.19,17101.0,55.563,56.732,3947.52,54.28,95.42,123.04,120.28,55.596,285.54,
2017-10-20,660.92,783.18,5.8707,84.725,869.42,520.62,463.82,487.37,677.27,529.68,,63.869,866.38,204.41,17084.0,55.563,56.732,3926.78,54.053,95.04,122.93,119.92,55.214,284.54,
2017-10-23,662.05,779.44,5.8149,84.855,873.96,517.5,460.01,486.25,672.56,524.69,,63.742,868.62,206.6,17095.0,55.42,56.586,3946.58,54.297,95.48,123.32,120.62,55.612,286.37,
2017-10-24,662.68,778.96,5.8442,84.961,875.07,517.79,462.71,486.97,673.22,524.37,,63.907,867.69,206.76,17038.0,55.426,56.592,3953.65,54.278,95.56,123.72,120.73,56.058,287.87,
2017-10-25,663.22,780.19,5.8234,85.009,871.23,515.62,457.98,486.81,669.72,523.57,,63.78,868.69,207.26,17021.0,55.356,56.521,3970.28,54.391,95.4,123.92,120.68,56.409,289.86,
2017-10-26,662.88,783.6,5.8362,84.951,880.13,510.68,456.08,487.63,670.4,517.86,,63.82,870.79,212.39,16985.0,55.388,56.556,3957.02,54.143,94.99,123.86,120.84,56.675,288.21,
2017-10-27,664.73,773.56,5.8282,85.19,873.01,509.19,454.58,485.97,666.38,517.56,,63.65,871.02,214.03,16976.0,55.211,56.371,4010.23,54.94,96.18,125.75,123.08,57.426,288.63,
2017-10-30,664.87,771.58,5.8455,85.199,873.22,509.79,456.09,486.86,666.12,518.21,,63.792,873.7,212.15,16957.0,55.244,56.404,4020.26,55.023,96.43,125.78,122.74,56.994,288.06,
2017-10-31,663.97,773.33,5.87,85.128,876.82,510.77,456.11,488.07,667.14,517.54,,63.77,872.53,211.71,16925.0,55.321,56.487,4021.19,54.977,96.24,125.82,122.82,56.951,290.02,
2017-11-01,663.0,772.5,5.8324,84.985,881.04,507.44,456.97,486.63,664.56,514.26,,63.828,878.96,213.07,16873.0,55.396,56.562,4029.56,54.88,96.33,126.3,123.15,57.151,289.21,
2017-11-02,661.96,769.85,5.8016,84.851,877.57,508.48,456.57,486.49,660.4,514.35,,63.873,880.4,212.42,16836.0,55.48,56.652,4035.98,54.997,96.68,126.86,123.02,57.646,288.32,
2017-11-03,660.72,770.25,5.7947,84.687,862.38,509.18,456.82,486.17,661.21,515.76,,64.005,881.74,211.61,16841.0,55.587,56.759,4035.1,54.986,96.63,127.06,123.14,57.522,287.39,
2017-11-06,662.47,769.28,5.8022,84.903,866.58,506.82,457.66,485.57,662.3,519.22,,63.912,889.13,214.41,16831.0,55.429,56.597,4036.78,55.153,96.72,127.24,123.22,58.621,289.29,
2017-11-07,662.16,768.77,5.8199,84.873,872.17,508.87,459.61,486.17,663.71,520.82,,63.845,880.87,212.99,16805.0,55.474,56.641,4044.7,55.136,96.81,126.82,122.87,57.86,287.65,
2017-11-08,662.77,768.94,5.8283,84.931,873.09,507.32,458.04,486.31,663.86,519.44,,63.788,893.79,214.43,16794.0,55.416,56.588,4046.9,55.191,96.79,126.49,123.09,58.61,288.7,
2017-11-09,663.25,768.84,5.8243,85.082,869.74,509.23,461.31,486.99,663.33,521.15,,63.726,893.1,213.41,16807.0,55.379,56.547,4055.42,55.093,96.81,126.37,123.03,58.285,288.03,
2017-11-10,662.82,771.93,5.8484,84.986,871.08,509.08,460.19,487.76,666.74,522.75,,63.385,894.2,214.98,16853.0,55.419,56.589,4040.62,54.82,96.4,126.36,122.65,58.348,287.3,
2017-11-13,663.47,773.33,5.8376,85.031,872.03,507.43,459.27,487.56,665.84,522.8,,63.178,892.93,216.91,16864.0,55.361,56.528,4028.47,54.619,96.19,125.99,122.67,58.242,287.94,
2017-11-14,663.99,774.47,5.8432,85.117,870.93,505.84,458.0,487.53,666.33,521.29,,63.111,894.48,217.93,16868.0,55.312,56.48,4023.37,54.677,96.05,126.31,123.04,58.282,287.89,
2017-11-15,662.63,781.85,5.8455,84.914,872.43,505.46,455.8,487.83,669.79,520.51,,63.2,910.11,216.78,16838.0,55.409,56.58,3988.54,54.36,95.18,126.72,123.45,58.685,289.08,
2017-11-16,662.86,780.76,5.8738,84.902,873.2,503.15,455.39,488.42,670.39,519.36,,62.99,908.07,217.3,16720.0,55.413,56.578,3996.77,54.332,95.33,127.28,124.37,58.574,290.24,
2017-11-17,662.77,780.28,5.8603,84.868,874.68,502.79,454.23,488.71,666.85,519.66,,62.976,900.24,213.55,16556.0,55.42,56.586,3996.54,54.334,95.38,126.77,123.93,58.295,287.47,
2017-11-20,662.71,778.21,5.912,84.832,875.44,500.77,450.94,488.59,670.05,518.43,,62.739,892.39,211.06,16527.0,55.431,56.595,4006.18,54.381,95.62,127.47,124.64,58.363,285.81,
2017-11-21,663.56,778.72,5.8936,84.95,878.5,501.04,452.09,488.92,668.01,517.86,,62.534,894.93,211.72,16536.0,55.35,56.519,4011.42,54.309,95.54,127.83,124.99,59.182,286.24,
2017-11-22,662.9,778.36,5.8993,84.868,878.04,502.66,453.56,489.67,668.99,518.73,,62.345,891.83,210.85,16472.0,55.404,56.573,4025.22,54.213,95.62,127.16,123.92,59.752,283.83,
2017-11-23,660.21,780.35,5.9351,84.519,879.34,502.69,453.99,490.24,672.16,519.68,,62.193,884.62,209.49,16452.0,55.637,56.81,4015.38,54.01,95.39,126.34,123.53,59.349,282.47,
2017-11-24,658.1,779.89,5.9137,84.265,875.6,501.72,453.29,489.14,670.45,517.61,,62.409,888.24,210.93,16490.0,55.81,56.987,4006.3,53.98,95.44,126.06,123.59,59.598,282.99,
2017-11-27,658.74,785.34,5.9026,84.377,877.99,501.37,452.74,489.2,672.01,518.24,,62.46,885.65,213.43,16479.0,55.757,56.93,3970.95,53.599,94.74,125.75,123.51,59.946,281.77,
2017-11-28,659.44,784.81,5.9364,84.525,878.53,501.55,456.22,489.85,672.07,516.83,,62.4,886.44,208.57,16523.0,55.703,56.874,3960.02,53.627,94.81,125.72,123.52,59.246,281.72,
2017-11-29,660.11,782.1,5.9154,84.599,881.79,501.68,455.1,490.49,670.89,515.17,,62.138,884.28,207.04,16415.0,55.641,56.815,3973.17,53.733,95.16,126.39,124.76,60.056,280.78,
2017-11-30,660.34,782.52,5.8945,84.577,885.67,499.81,453.03,490.1,670.72,513.26,,61.815,887.51,206.94,16346.0,55.623,56.796,3986.81,53.697,95.11,126.74,124.95,59.925,281.15,
2017-12-01,660.67,786.21,5.8682,84.588,893.8,499.46,451.13,489.84,671.6,512.35,,61.899,884.69,207.76,16460.0,55.591,56.762,3981.48,53.46,94.65,126.86,125.93,59.298,282.24,
2017-12-04,661.05,784.62,5.8628,84.617,892.61,501.9,453.59,490.32,674.34,520.21,,61.876,890.61,208.24,16424.0,55.564,56.735,3998.26,53.623,94.84,126.69,125.45,59.328,282.22,
2017-12-05,661.13,784.6,5.8762,84.571,890.82,502.84,454.3,490.81,671.4,521.44,,61.388,888.92,204.56,16443.0,55.554,56.726,3997.89,53.63,94.85,127.36,125.85,58.613,281.5,
2017-12-06,661.63,782.36,5.8782,84.666,887.68,502.77,454.9,490.98,669.89,521.22,,61.44,888.33,203.31,16424.0,55.514,56.683,4013.38,53.797,95.1,126.43,124.85,58.074,283.65,
2017-12-07,661.95,781.21,5.8947,84.727,885.98,500.65,455.4,490.64,668.85,517.59,,61.581,894.28,204.41,16524.0,55.482,56.656,4021.61,53.918,95.24,127.26,124.89,58.162,285.0,
2017-12-08,662.18,779.41,5.8498,84.8,891.99,497.25,452.08,489.85,665.67,514.99,,61.716,894.9,207.37,16520.0,55.463,56.635,4038.74,53.998,95.48,128.18,125.59,58.354,286.38,
2017-12-11,661.52,778.7,5.826,84.721,885.88,496.65,452.8,489.1,666.3,514.36,,61.749,893.25,206.76,16510.0,55.522,56.691,4029.52,53.897,95.57,127.87,125.46,58.017,286.47,
2017-12-12,661.62,779.14,5.8267,84.733,882.97,498.11,457.08,489.69,667.31,514.67,,61.592,890.95,205.69,16465.0,55.516,56.683,4036.57,53.912,95.53,128.48,126.61,57.95,288.01,
2017-12-13,662.51,777.79,5.8338,84.866,882.25,500.8,459.67,489.74,668.17,514.7,,61.559,894.51,206.35,16492.0,55.437,56.607,4034.29,54.102,95.67,127.1,125.93,58.06,289.48,
2017-12-14,660.33,781.92,5.8579,84.608,885.85,504.41,463.21,490.52,670.01,515.14,,61.827,886.4,203.91,16448.0,55.627,56.8,4026.32,54.005,95.25,127.34,125.88,57.789,288.16,
2017-12-15,661.13,778.38,5.8837,84.648,887.84,506.7,461.9,491.09,668.43,516.62,,61.735,889.52,204.21,16471.0,55.561,56.73,4038.0,54.261,95.64,127.68,125.5,58.804,289.15,
2017-12-18,661.62,777.07,5.8713,84.691,881.09,505.95,463.13,490.3,667.64,514.03,,61.68,889.31,197.82,16469.0,55.515,56.685,4041.38,54.186,95.79,128.6,126.79,58.316,288.99,
2017-12-19,660.98,778.8,5.8725,84.559,884.43,506.63,462.42,490.32,670.6,513.69,,61.752,887.5,192.58,16447.0,55.568,56.741,4022.72,54.006,95.57,127.63,126.48,57.94,288.63,
2017-12-20,660.66,782.26,5.8513,84.501,884.52,506.07,460.84,490.53,670.61,513.24,,61.755,889.67,192.65,16427.0,55.591,56.766,4000.03,53.717,95.15,127.14,126.42,58.03,290.77,
2017-12-21,657.95,781.49,5.8056,84.116,879.71,504.49,461.05,489.6,666.97,512.83,,61.873,892.76,193.58,16430.0,55.816,56.994,4004.56,53.821,95.28,127.62,127.79,58.07,292.35,
2017-12-22,658.21,780.41,5.8069,84.15,880.83,507.2,461.8,489.57,665.92,516.67,,61.95,887.94,193.83,16429.0,55.793,56.976,3997.99,53.768,95.35,127.35,127.11,58.045,295.85,
2017-12-25,656.83,778.72,5.7975,84.002,877.94,506.66,460.6,488.79,663.96,516.27,,62.079,887.83,192.05,16415.0,55.912,57.095,3995.94,53.885,95.6,126.98,126.75,58.027,300.45,
2017-12-26,654.16,776.56,5.7734,83.745,874.8,505.02,459.59,486.72,661.65,513.97,,62.334,887.43,192.73,16478.0,56.141,57.328,4013.36,54.018,95.86,127.35,127.15,58.169,301.84,
2017-12-27,654.21,775.8,5.7795,83.734,874.86,505.62,460.02,486.98,661.06,515.64,,62.407,881.26,191.08,16439.0,56.137,57.324,4017.33,54.125,95.97,127.65,127.02,58.209,303.67,
2017-12-28,654.12,778.37,5.7788,83.733,877.08,508.63,462.59,488.2,663.71,517.01,,62.386,881.79,187.47,16402.0,56.144,57.329,3985.21,53.833,95.65,126.38,126.33,58.342,301.42,
2017-12-29,653.42,780.23,5.7883,83.591,877.92,509.28,463.27,488.31,667.79,520.09,,62.224,881.4,189.5,16369.0,56.212,57.397,3973.0,53.576,95.43,126.24,126.24,57.834,301.65,
2018-01-02,650.79,781.98,5.773,83.231,879.63,507.87,461.69,487.0,667.98,518.42,,62.142,886.33,190.25,16383.0,56.44,57.626,3970.45,53.414,95.21,125.7,125.87,58.243,302.11,
2018-01-03,649.2,783.26,5.7849,83.058,882.69,508.47,460.85,488.49,668.22,519.09,,61.925,885.25,191.63,16364.0,56.581,57.772,3948.46,53.148,95.05,125.7,125.12,58.033,300.78,
2018-01-04,650.43,780.96,5.7748,83.2,878.75,509.01,460.84,488.89,665.57,518.65,,61.722,879.22,190.12,16374.0,56.468,57.658,3951.06,53.1,95.31,125.76,124.65,58.145,297.69,
2018-01-05,649.15,783.65,5.7565,83.031,879.79,510.56,464.71,489.13,666.23,519.93,,61.665,878.06,189.45,16359.0,56.576,57.77,3932.42,52.94,95.02,125.28,124.24,57.75,297.4,
2018-01-08,648.32,780.58,5.7308,82.913,880.08,509.79,464.67,488.71,664.97,522.97,,61.61,878.19,190.11,16379.0,56.652,57.846,3951.4,53.223,95.41,125.63,124.11,57.607,295.91,
