日期,美元,欧元,日元,港元,英镑,澳元,新西兰元,新加坡元,瑞士法郎,加元,澳门元,林吉特,卢布,兰特,韩元,迪拉姆,里亚尔,福林,兹罗提,丹麦克朗,瑞典克朗,挪威克朗,里拉,比索,泰铢
2001-12-10,827.72,,6.6303,106.09,,,,,,,,,,,,,,,,,,,,,
2001-12-11,827.7,,6.5968,106.06,,,,,,,,,,,,,,,,,,,,,
2001-12-12,827.68,,6.5806,106.06,,,,,,,,,,,,,,,,,,,,,
2001-12-13,827.68,,6.57,106.05,,,,,,,,,,,,,,,,,,,,,
2001-12-14,827.67,,6.5641,106.08,,,,,,,,,,,,,,,,,,,,,
2001-12-17,827.68,,6.537,106.04,,,,,,,,,,,,,,,,,,,,,
2001-12-18,827.69,,6.4791,106.04,,,,,,,,,,,,,,,,,,,,,
2001-12-19,827.68,,6.4493,106.06,,,,,,,,,,,,,,,,,,,,,
2001-12-20,827.67,,6.4573,106.07,,,,,,,,,,,,,,,,,,,,,
2001-12-21,827.66,,6.4386,106.07,,,,,,,,,,,,,,,,,,,,,
2001-12-24,827.67,,6.3901,106.05,,,,,,,,,,,,,,,,,,,,,
2001-12-25,827.66,,6.3859,106.08,,,,,,,,,,,,,,,,,,,,,
2001-12-26,827.67,,6.3316,106.07,,,,,,,,,,,,,,,,,,,,,
2001-12-27,827.66,,6.3294,106.08,,,,,,,,,,,,,,,,,,,,,
2001-12-28,827.67,,6.3115,106.11,,,,,,,,,,,,,,,,,,,,,
2001-12-29,827.68,,6.3113,106.11,,,,,,,,,,,,,,,,,,,,,
2001-12-30,827.67,,6.2492,106.05,,,,,,,,,,,,,,,,,,,,,
2001-12-31,827.66,,6.3005,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-04,827.66,,6.3012,106.05,,,,,,,,,,,,,,,,,,,,,
2002-01-07,827.68,,6.3095,106.05,,,,,,,,,,,,,,,,,,,,,
2002-01-08,827.67,,6.3261,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-09,827.66,,6.2731,106.05,,,,,,,,,,,,,,,,,,,,,
2002-01-10,827.67,,6.2267,106.05,,,,,,,,,,,,,,,,,,,,,
2002-01-11,827.66,,6.2381,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-14,827.68,,6.2502,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-15,827.67,,6.272,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-16,827.68,,6.282,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-17,827.67,,6.3025,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-18,827.68,,6.2703,106.07,,,,,,,,,,,,,,,,,,,,,
2002-01-21,827.67,,6.2274,106.05,,,,,,,,,,,,,,,,,,,,,
2002-01-22,827.68,,6.255,106.09,,,,,,,,,,,,,,,,,,,,,
2002-01-23,827.67,,6.2067,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-24,827.65,,6.1709,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-25,827.67,,6.1489,106.07,,,,,,,,,,,,,,,,,,,,,
2002-01-28,827.65,,6.1331,106.08,,,,,,,,,,,,,,,,,,,,,
2002-01-29,827.67,,6.1769,106.06,,,,,,,,,,,,,,,,,,,,,
2002-01-30,827.66,,6.194,106.1,,,,,,,,,,,,,,,,,,,,,
2002-01-31,827.65,,6.2257,106.08,,,,,,,,,,,,,,,,,,,,,
2002-02-01,827.65,,6.2408,106.09,,,,,,,,,,,,,,,,,,,,,
2002-02-04,827.66,,6.1503,106.07,,,,,,,,,,,,,,,,,,,,,
2002-02-05,827.66,,6.2132,106.04,,,,,,,,,,,,,,,,,,,,,
2002-02-06,827.65,,6.2565,106.05,,,,,,,,,,,,,,,,,,,,,
2002-02-07,827.67,,6.1769,106.05,,,,,,,,,,,,,,,,,,,,,
2002-02-08,827.66,,6.1761,106.09,,,,,,,,,,,,,,,,,,,,,
2002-02-09,827.67,,6.1668,106.07,,,,,,,,,,,,,,,,,,,,,
2002-02-10,827.66,,6.2163,106.07,,,,,,,,,,,,,,,,,,,,,
2002-02-11,827.67,,6.2001,106.05,,,,,,,,,,,,,,,,,,,,,
2002-02-19,827.68,,6.1421,106.05,,,,,,,,,,,,,,,,,,,,,
2002-02-20,827.7,,6.1908,106.06,,,,,,,,,,,,,,,,,,,,,
2002-02-21,827.68,,6.1956,106.08,,,,,,,,,,,,,,,,,,,,,
2002-02-22,827.66,,6.1801,106.09,,,,,,,,,,,,,,,,,,,,,
2002-02-25,827.65,,6.1655,106.09,,,,,,,,,,,,,,,,,,,,,
2002-02-26,827.65,,6.1861,106.06,,,,,,,,,,,,,,,,,,,,,
2002-02-27,827.67,,6.1857,106.07,,,,,,,,,,,,,,,,,,,,,
2002-02-28,827.66,,6.1557,106.07,,,,,,,,,,,,,,,,,,,,,
2002-03-01,827.65,,6.179,106.07,,,,,,,,,,,,,,,,,,,,,
2002-03-04,827.66,,6.1919,106.06,,,,,,,,,,,,,,,,,,,,,
2002-03-05,827.67,,6.2144,106.06,,,,,,,,,,,,,,,,,,,,,
2002-03-06,827.65,,6.2452,106.06,,,,,,,,,,,,,,,,,,,,,
2002-03-07,827.66,,6.2583,106.08,,,,,,,,,,,,,,,,,,,,,
2002-03-08,827.71,,6.3318,106.09,,,,,,,,,,,,,,,,,,,,,
2002-03-11,827.71,,6.4681,106.08,,,,,,,,,,,,,,,,,,,,,
2002-03-12,827.69,,6.4145,106.08,,,,,,,,,,,,,,,,,,,,,
2002-03-13,827.67,,6.427,106.09,,,,,,,,,,,,,,,,,,,,,
2002-03-14,827.71,,6.4005,106.08,,,,,,,,,,,,,,,,,,,,,
2002-03-15,827.74,,6.4204,106.07,,,,,,,,,,,,,,,,,,,,,
2002-03-18,827.75,,6.4039,106.1,,,,,,,,,,,,,,,,,,,,,
2002-03-19,827.73,,6.3813,106.07,,,,,,,,,,,,,,,,,,,,,
2002-03-20,827.75,,6.3144,106.09,,,,,,,,,,,,,,,,,,,,,
2002-03-21,827.74,,6.2593,106.09,,,,,,,,,,,,,,,,,,,,,
2002-03-22,827.72,,6.2912,106.09,,,,,,,,,,,,,,,,,,,,,
2002-03-25,827.7,,6.2765,106.09,,,,,,,,,,,,,,,,,,,,,
2002-03-26,827.69,,6.2307,106.1,,,,,,,,,,,,,,,,,,,,,
2002-03-27,827.71,,6.2198,106.06,,,,,,,,,,,,,,,,,,,,,
2002-03-28,827.72,,6.2368,106.07,,,,,,,,,,,,,,,,,,,,,
2002-03-29,827.74,,6.257,106.1,,,,,,,,,,,,,,,,,,,,,
2002-04-01,827.74,,6.225,106.07,,,,,,,,,,,,,,,,,,,,,
2002-04-02,827.72,722.24,6.2102,106.08,,,,,,,,,,,,,,,,,,,,,
2002-04-03,827.72,727.61,6.1994,106.07,,,,,,,,,,,,,,,,,,,,,
2002-04-04,827.73,726.57,6.2232,106.07,,,,,,,,,,,,,,,,,,,,,
2002-04-05,827.71,729.07,6.2509,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-08,827.7,727.06,6.2544,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-09,827.7,726.58,6.2925,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-10,827.69,723.58,6.2818,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-11,827.71,729.69,6.3346,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-12,827.71,728.03,6.2985,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-15,827.72,729.76,6.2684,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-16,827.71,729.0,6.2646,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-17,827.72,728.85,6.2784,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-18,827.72,730.35,6.3064,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-19,827.72,737.13,6.3329,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-22,827.75,737.13,6.3623,106.07,,,,,,,,,,,,,,,,,,,,,
2002-04-23,827.72,736.17,6.3461,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-24,827.73,735.38,6.3723,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-25,827.74,735.38,6.3466,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-26,827.74,738.4,6.3908,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-27,827.73,738.4,6.4252,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-28,827.74,738.4,6.4601,106.05,,,,,,,,,,,,,,,,,,,,,
2002-04-29,827.71,740.78,6.4561,106.06,,,,,,,,,,,,,,,,,,,,,
2002-04-30,827.7,746.66,6.4709,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-08,827.73,748.08,6.4596,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-09,827.73,755.84,6.4594,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-10,827.72,749.37,6.4274,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-13,827.71,755.75,6.4322,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-14,827.71,756.31,6.4943,106.07,,,,,,,,,,,,,,,,,,,,,
2002-05-15,827.7,753.01,6.4582,106.07,,,,,,,,,,,,,,,,,,,,,
2002-05-16,827.69,745.78,6.4454,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-17,827.68,754.59,6.4775,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-20,827.68,755.9,6.4824,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-21,827.68,755.9,6.5675,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-22,827.69,759.2,6.5704,106.07,,,,,,,,,,,,,,,,,,,,,
2002-05-23,827.7,762.65,6.6752,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-24,827.7,765.5,6.6556,106.05,,,,,,,,,,,,,,,,,,,,,
2002-05-27,827.71,761.14,6.6097,106.05,,,,,,,,,,,,,,,,,,,,,
2002-05-28,827.69,762.57,6.6323,106.06,,,,,,,,,,,,,,,,,,,,,
2002-05-29,827.66,761.65,6.636,106.05,,,,,,,,,,,,,,,,,,,,,
2002-05-30,827.66,768.7,6.6523,106.05,,,,,,,,,,,,,,,,,,,,,
2002-05-31,827.66,768.7,6.6616,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-03,827.65,776.03,6.7078,106.04,,,,,,,,,,,,,,,,,,,,,
2002-06-04,827.67,771.23,6.6567,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-05,827.68,778.17,6.6877,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-06,827.69,778.65,6.6681,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-07,827.7,777.05,6.6509,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-10,827.7,783.61,6.6505,106.07,,,,,,,,,,,,,,,,,,,,,
2002-06-11,827.7,778.5,6.6311,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-12,827.68,778.5,6.6344,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-13,827.69,784.23,6.594,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-14,827.69,781.25,6.5835,106.07,,,,,,,,,,,,,,,,,,,,,
2002-06-17,827.69,780.44,6.6308,106.07,,,,,,,,,,,,,,,,,,,,,
2002-06-18,827.73,782.4,6.6568,106.07,,,,,,,,,,,,,,,,,,,,,
2002-06-19,827.75,782.94,6.6578,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-20,827.74,788.82,6.657,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-21,827.72,788.82,6.6754,106.07,,,,,,,,,,,,,,,,,,,,,
2002-06-24,827.71,798.69,6.7046,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-25,827.7,804.24,6.8202,106.05,,,,,,,,,,,,,,,,,,,,,
2002-06-26,827.71,804.24,6.7899,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-27,827.72,815.52,6.8687,106.06,,,,,,,,,,,,,,,,,,,,,
2002-06-28,827.71,815.37,6.8905,106.06,,,,,,,,,,,,,,,,,,,,,
2002-07-01,827.71,818.4,6.9256,106.06,,,,,,,,,,,,,,,,,,,,,
2002-07-02,827.7,822.74,6.9145,106.06,,,,,,,,,,,,,,,,,,,,,
2002-07-03,827.69,822.74,6.9023,106.06,,,,,,,,,,,,,,,,,,,,,
2002-07-04,827.68,812.8,6.8877,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-05,827.67,809.4,6.8817,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-08,827.66,806.74,6.8735,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-09,827.67,806.74,6.9376,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-10,827.66,818.43,6.9761,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-11,827.66,818.74,6.9981,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-12,827.68,817.83,7.0262,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-15,827.67,816.53,7.0764,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-16,827.68,822.4,7.1017,106.06,,,,,,,,,,,,,,,,,,,,,
2002-07-17,827.68,833.67,7.1161,106.05,,,,,,,,,,,,,,,,,,,,,
2002-07-18,827.69,834.88,7.124,106.06,,,,,,,,,,,,,,,,,,,,,
2002-07-19,827.68,833.1,7.0952,106.07,,,,,,,,,,,,,,,,,,,,,
2002-07-22,827.69,833.1,7.141,106.08,,,,,,,,,,,,,,,,,,,,,
2002-07-23,827.7,835.95,7.1279,106.08,,,,,,,,,,,,,,,,,,,,,
2002-07-24,827.7,827.25,7.0769,106.08,,,,,,,,,,,,,,,,,,,,,
2002-07-25,827.69,820.58,7.0524,106.08,,,,,,,,,,,,,,,,,,,,,
2002-07-26,827.69,827.0,7.1083,106.08,,,,,,,,,,,,,,,,,,,,,
2002-07-29,827.68,828.92,7.0534,106.07,,,,,,,,,,,,,,,,,,,,,
2002-07-30,827.67,816.5,6.9466,106.08,,,,,,,,,,,,,,,,,,,,,
2002-07-31,827.66,811.19,6.8906,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-01,827.67,814.0,6.9021,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-02,827.66,809.0,6.9135,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-05,827.68,816.75,6.9559,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-06,827.67,814.5,6.9617,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-07,827.68,809.31,6.9094,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-08,827.69,809.0,6.8464,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-09,827.67,809.0,6.8806,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-12,827.66,799.68,6.8335,106.09,,,,,,,,,,,,,,,,,,,,,
2002-08-13,827.68,803.47,6.9033,106.09,,,,,,,,,,,,,,,,,,,,,
2002-08-14,827.67,810.5,6.9619,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-15,827.66,816.5,7.0044,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-16,827.68,808.34,7.0275,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-19,827.68,811.9,7.0339,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-20,827.67,816.35,7.0207,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-21,827.68,807.98,6.9586,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-22,827.66,813.14,7.0041,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-23,827.66,808.86,6.9512,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-26,827.67,800.61,6.8865,106.08,,,,,,,,,,,,,,,,,,,,,
2002-08-27,827.66,803.59,6.9136,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-28,827.67,807.15,6.952,106.07,,,,,,,,,,,,,,,,,,,,,
2002-08-29,827.68,812.82,6.9895,106.09,,,,,,,,,,,,,,,,,,,,,
2002-08-30,827.67,811.66,6.9746,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-02,827.68,815.23,7.0067,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-03,827.69,812.1,6.9672,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-04,827.7,814.7,7.0147,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-05,827.71,824.3,7.0518,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-06,827.72,821.58,7.0106,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-09,827.7,822.19,6.9938,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-10,827.7,812.47,6.9944,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-11,827.69,812.12,6.974,106.09,,,,,,,,,,,,,,,,,,,,,
2002-09-12,827.69,806.97,6.9011,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-13,827.68,809.12,6.8843,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-16,827.68,812.53,6.9063,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-17,827.68,802.04,6.7791,106.09,,,,,,,,,,,,,,,,,,,,,
2002-09-18,827.69,800.01,6.7432,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-19,827.69,805.44,6.7725,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-20,827.68,809.35,6.7969,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-23,827.7,816.67,6.7789,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-24,827.7,812.9,6.7174,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-25,827.69,809.22,6.6896,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-26,827.7,813.0,6.746,106.07,,,,,,,,,,,,,,,,,,,,,
2002-09-27,827.71,809.6,6.7284,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-28,827.71,809.26,6.7618,106.09,,,,,,,,,,,,,,,,,,,,,
2002-09-29,827.71,809.26,6.7613,106.08,,,,,,,,,,,,,,,,,,,,,
2002-09-30,827.71,809.26,6.7917,106.07,,,,,,,,,,,,,,,,,,,,,
2002-10-08,827.72,809.26,6.813,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-09,827.72,813.83,6.6548,106.07,,,,,,,,,,,,,,,,,,,,,
2002-10-10,827.71,810.62,6.6606,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-11,827.7,818.32,6.6983,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-14,827.69,816.11,6.6664,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-15,827.68,818.59,6.6799,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-16,827.67,817.8,6.649,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-17,827.67,812.23,6.6324,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-18,827.68,809.7,6.6505,106.08,,,,,,,,,,,,,,,,,,,,,
2002-10-21,827.67,804.48,6.613,106.09,,,,,,,,,,,,,,,,,,,,,
2002-10-22,827.68,805.07,6.6224,106.09,,,,,,,,,,,,,,,,,,,,,
2002-10-23,827.68,805.51,6.6088,106.11,,,,,,,,,,,,,,,,,,,,,
2002-10-24,827.68,808.66,6.616,106.1,,,,,,,,,,,,,,,,,,,,,
2002-10-25,827.7,807.49,6.6612,106.09,,,,,,,,,,,,,,,,,,,,,
2002-10-28,827.71,809.85,6.6826,106.09,,,,,,,,,,,,,,,,,,,,,
2002-10-29,827.71,807.66,6.6409,106.1,,,,,,,,,,,,,,,,,,,,,
2002-10-30,827.72,814.12,6.6983,106.1,,,,,,,,,,,,,,,,,,,,,
2002-10-31,827.71,813.28,6.7229,106.11,,,,,,,,,,,,,,,,,,,,,
2002-11-01,827.71,817.2,6.7341,106.12,,,,,,,,,,,,,,,,,,,,,
2002-11-04,827.71,819.2,6.7392,106.11,,,,,,,,,,,,,,,,,,,,,
2002-11-05,827.72,819.2,6.7674,106.1,,,,,,,,,,,,,,,,,,,,,
2002-11-06,827.7,825.89,6.7922,106.1,,,,,,,,,,,,,,,,,,,,,
2002-11-07,827.71,826.93,6.7661,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-08,827.71,831.29,6.7856,106.09,,,,,,,,,,,,,,,,,,,,,
2002-11-11,827.72,834.13,6.8125,106.03,,,,,,,,,,,,,,,,,,,,,
2002-11-12,827.7,837.74,6.9049,106.09,,,,,,,,,,,,,,,,,,,,,
2002-11-13,827.71,835.0,6.9073,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-14,827.73,836.9,6.9049,106.09,,,,,,,,,,,,,,,,,,,,,
2002-11-15,827.72,833.3,6.8697,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-18,827.73,830.82,6.85,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-19,827.73,835.33,6.8461,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-20,827.72,835.12,6.8355,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-21,827.7,830.4,6.769,106.08,,,,,,,,,,,,,,,,,,,,,
2002-11-22,827.7,828.46,6.7664,106.09,,,,,,,,,,,,,,,,,,,,,
2002-11-25,827.72,830.2,6.7396,106.09,,,,,,,,,,,,,,,,,,,,,
2002-11-26,827.72,823.13,6.7474,106.1,,,,,,,,,,,,,,,,,,,,,
2002-11-27,827.7,820.1,6.7773,106.1,,,,,,,,,,,,,,,,,,,,,
2002-11-28,827.71,821.89,6.7858,106.09,,,,,,,,,,,,,,,,,,,,,
2002-11-29,827.72,819.2,6.7688,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-02,827.72,822.08,6.7661,106.09,,,,,,,,,,,,,,,,,,,,,
2002-12-03,827.72,821.7,6.7084,106.11,,,,,,,,,,,,,,,,,,,,,
2002-12-04,827.71,825.48,6.6486,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-05,827.72,826.32,6.6391,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-06,827.7,827.56,6.6027,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-09,827.72,828.57,6.6012,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-10,827.73,836.49,6.717,106.11,,,,,,,,,,,,,,,,,,,,,
2002-12-11,827.7,835.47,6.696,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-12,827.72,833.72,6.6859,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-13,827.72,834.7,6.6981,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-16,827.7,842.7,6.7419,106.09,,,,,,,,,,,,,,,,,,,,,
2002-12-17,827.72,844.74,6.859,106.11,,,,,,,,,,,,,,,,,,,,,
2002-12-18,827.73,847.91,6.8259,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-19,827.73,850.86,6.8138,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-20,827.73,848.61,6.8347,106.11,,,,,,,,,,,,,,,,,,,,,
2002-12-23,827.74,848.61,6.8521,106.12,,,,,,,,,,,,,,,,,,,,,
2002-12-24,827.75,850.01,6.8772,106.12,,,,,,,,,,,,,,,,,,,,,
2002-12-25,827.75,849.41,6.8663,106.1,,,,,,,,,,,,,,,,,,,,,
2002-12-26,827.74,853.08,6.8691,106.09,,,,,,,,,,,,,,,,,,,,,
2002-12-27,827.72,854.9,6.8821,106.11,,,,,,,,,,,,,,,,,,,,,
2002-12-30,827.72,859.16,6.8962,106.12,,,,,,,,,,,,,,,,,,,,,
2002-12-31,827.73,863.6,6.9035,106.11,,,,,,,,,,,,,,,,,,,,,
2003-01-02,827.7,867.87,6.9719,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-03,827.7,867.44,6.9549,106.1,,,,,,,,,,,,,,,,,,,,,
2003-01-06,827.68,858.56,6.9006,106.1,,,,,,,,,,,,,,,,,,,,,
2003-01-07,827.68,863.79,6.926,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-08,827.67,864.1,6.919,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-09,827.66,862.1,6.8888,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-10,827.66,869.73,6.9389,106.1,,,,,,,,,,,,,,,,,,,,,
2003-01-13,827.66,867.59,6.9142,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-14,827.68,874.61,6.9402,106.08,,,,,,,,,,,,,,,,,,,,,
2003-01-15,827.68,872.36,6.9554,106.08,,,,,,,,,,,,,,,,,,,,,
2003-01-16,827.7,874.02,7.0044,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-17,827.7,873.38,6.9942,106.08,,,,,,,,,,,,,,,,,,,,,
2003-01-20,827.7,878.22,7.007,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-21,827.72,880.35,6.9936,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-22,827.7,882.05,6.9644,106.11,,,,,,,,,,,,,,,,,,,,,
2003-01-23,827.7,887.81,7.0014,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-24,827.7,886.75,6.9673,106.08,,,,,,,,,,,,,,,,,,,,,
2003-01-27,827.68,890.99,7.0129,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-28,827.68,896.25,7.0202,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-29,827.67,897.28,6.997,106.09,,,,,,,,,,,,,,,,,,,,,
2003-01-30,827.67,898.54,7.0078,106.08,,,,,,,,,,,,,,,,,,,,,
2003-01-31,827.66,895.54,6.9761,106.08,,,,,,,,,,,,,,,,,,,,,
2003-02-08,827.68,895.4,6.9516,106.08,,,,,,,,,,,,,,,,,,,,,
2003-02-09,827.7,896.0,6.9095,106.09,,,,,,,,,,,,,,,,,,,,,
2003-02-10,827.7,897.47,6.8716,106.09,,,,,,,,,,,,,,,,,,,,,
2003-02-11,827.73,894.67,6.8688,106.13,,,,,,,,,,,,,,,,,,,,,
2003-02-12,827.75,887.77,6.8258,106.13,,,,,,,,,,,,,,,,,,,,,
2003-02-13,827.75,889.44,6.8499,106.1,,,,,,,,,,,,,,,,,,,,,
2003-02-14,827.73,889.62,6.8388,106.09,,,,,,,,,,,,,,,,,,,,,
2003-02-17,827.73,897.34,6.8668,106.08,,,,,,,,,,,,,,,,,,,,,
2003-02-18,827.74,888.01,6.8611,106.11,,,,,,,,,,,,,,,,,,,,,
2003-02-19,827.72,888.95,6.9312,106.08,,,,,,,,,,,,,,,,,,,,,
2003-02-20,827.75,886.35,6.951,106.09,,,,,,,,,,,,,,,,,,,,,
2003-02-21,827.75,890.91,6.9582,106.09,,,,,,,,,,,,,,,,,,,,,
2003-02-24,827.75,895.76,6.9848,106.09,,,,,,,,,,,,,,,,,,,,,
2003-02-25,827.75,887.88,6.9852,106.1,,,,,,,,,,,,,,,,,,,,,
2003-02-26,827.75,892.82,7.028,106.11,,,,,,,,,,,,,,,,,,,,,
2003-02-27,827.74,890.07,7.0471,106.11,,,,,,,,,,,,,,,,,,,,,
2003-02-28,827.74,893.56,7.0689,106.11,,,,,,,,,,,,,,,,,,,,,
2003-03-03,827.75,889.65,7.0303,106.11,,,,,,,,,,,,,,,,,,,,,
2003-03-04,827.73,891.91,7.0095,106.1,,,,,,,,,,,,,,,,,,,,,
2003-03-05,827.73,901.74,7.0375,106.1,,,,,,,,,,,,,,,,,,,,,
2003-03-06,827.75,907.73,7.0533,106.09,,,,,,,,,,,,,,,,,,,,,
2003-03-07,827.75,907.4,7.0522,106.1,,,,,,,,,,,,,,,,,,,,,
2003-03-10,827.74,910.59,7.0468,106.1,,,,,,,,,,,,,,,,,,,,,
2003-03-11,827.72,912.05,7.0812,106.1,,,,,,,,,,,,,,,,,,,,,
2003-03-12,827.7,913.68,7.0702,106.09,,,,,,,,,,,,,,,,,,,,,
